Model Name,URL,fullname,Parameters,arc:challenge|25,hellaswag|10,MMLU_average,MMLU_abstract_algebra,MMLU_anatomy,MMLU_astronomy,MMLU_business_ethics,MMLU_clinical_knowledge,MMLU_college_biology,MMLU_college_chemistry,MMLU_college_computer_science,MMLU_college_mathematics,MMLU_college_medicine,MMLU_college_physics,MMLU_computer_security,MMLU_conceptual_physics,MMLU_econometrics,MMLU_electrical_engineering,MMLU_elementary_mathematics,MMLU_formal_logic,MMLU_global_facts,MMLU_high_school_biology,MMLU_high_school_chemistry,MMLU_high_school_computer_science,MMLU_high_school_european_history,MMLU_high_school_geography,MMLU_high_school_government_and_politics,MMLU_high_school_macroeconomics,MMLU_high_school_mathematics,MMLU_high_school_microeconomics,MMLU_high_school_physics,MMLU_high_school_psychology,MMLU_high_school_statistics,MMLU_high_school_us_history,MMLU_high_school_world_history,MMLU_human_aging,MMLU_human_sexuality,MMLU_international_law,MMLU_jurisprudence,MMLU_logical_fallacies,MMLU_machine_learning,MMLU_management,MMLU_marketing,MMLU_medical_genetics,MMLU_miscellaneous,MMLU_moral_disputes,MMLU_moral_scenarios,MMLU_nutrition,MMLU_philosophy,MMLU_prehistory,MMLU_professional_accounting,MMLU_professional_law,MMLU_professional_medicine,MMLU_professional_psychology,MMLU_public_relations,MMLU_security_studies,MMLU_sociology,MMLU_us_foreign_policy,MMLU_virology,MMLU_world_religions
Rhea-72b-v0.2,https://huggingface.co/davidkim205/Rhea-72b-v0.2,davidkim205/Rhea-72b-v0.2,72,0.756825939,0.766779526,0.779776046,0.43,0.725925926,0.875,0.8,0.845283019,0.9375,0.53,0.65,0.54,0.774566474,0.529411765,0.85,0.821276596,0.605263158,0.786206897,0.722222222,0.531746032,0.56,0.880645161,0.674876847,0.82,0.848484848,0.934343434,0.984455959,0.81025641,0.492592593,0.861344538,0.589403974,0.933944954,0.708333333,0.921568627,0.907172996,0.807174888,0.847328244,0.892561983,0.842592593,0.871165644,0.660714286,0.86407767,0.944444444,0.85,0.920817369,0.843930636,0.801117318,0.859477124,0.8585209,0.87345679,0.656028369,0.625814863,0.845588235,0.833333333,0.745454545,0.832653061,0.895522388,0.95,0.572289157,0.871345029
Rhea-72b-v0.5,https://huggingface.co/davidkim205/Rhea-72b-v0.5,davidkim205/Rhea-72b-v0.5,72,0.777303754,0.77155945,0.779524782,0.44,0.711111111,0.888157895,0.8,0.867924528,0.930555556,0.52,0.65,0.52,0.768786127,0.490196078,0.85,0.829787234,0.587719298,0.779310345,0.693121693,0.571428571,0.54,0.893548387,0.694581281,0.82,0.854545455,0.919191919,0.984455959,0.812820513,0.496296296,0.852941176,0.57615894,0.937614679,0.694444444,0.906862745,0.911392405,0.816143498,0.86259542,0.892561983,0.851851852,0.865030675,0.669642857,0.883495146,0.944444444,0.86,0.918263091,0.838150289,0.817877095,0.869281046,0.836012862,0.87345679,0.65248227,0.620599739,0.852941176,0.836601307,0.763636364,0.836734694,0.890547264,0.95,0.56626506,0.871345029
Mixtral-8x22B-v0.1,https://huggingface.co/mistral-community/Mixtral-8x22B-v0.1,mistral-community/Mixtral-8x22B-v0.1,22,0.664675768,0.705038837,0.778127969,0.5,0.762962963,0.881578947,0.73,0.826415094,0.881944444,0.6,0.72,0.48,0.786127168,0.539215686,0.82,0.808510638,0.684210526,0.772413793,0.619047619,0.603174603,0.55,0.912903226,0.669950739,0.87,0.854545455,0.914141414,0.968911917,0.805128205,0.451851852,0.87394958,0.556291391,0.924770642,0.689814815,0.897058824,0.902953586,0.798206278,0.900763359,0.917355372,0.842592593,0.877300613,0.642857143,0.873786408,0.923076923,0.84,0.90293742,0.829479769,0.654748603,0.866013072,0.84244373,0.87037037,0.620567376,0.611473272,0.875,0.83496732,0.772727273,0.865306122,0.92039801,0.94,0.578313253,0.894736842
Smaug-2-72B,https://huggingface.co/abacusai/Smaug-2-72B,abacusai/Smaug-2-72B,72,0.646757679,0.679645489,0.777332753,0.52,0.740740741,0.875,0.79,0.803773585,0.916666667,0.59,0.72,0.53,0.74566474,0.588235294,0.85,0.774468085,0.570175439,0.8,0.708994709,0.587301587,0.59,0.896774194,0.665024631,0.81,0.860606061,0.929292929,0.989637306,0.817948718,0.511111111,0.869747899,0.523178808,0.924770642,0.717592593,0.911764706,0.915611814,0.811659193,0.86259542,0.851239669,0.851851852,0.852760736,0.589285714,0.873786408,0.948717949,0.85,0.916985951,0.835260116,0.726256983,0.843137255,0.823151125,0.858024691,0.613475177,0.602346806,0.816176471,0.815359477,0.772727273,0.824489796,0.895522388,0.95,0.584337349,0.894736842
Phoenix_DPO_60B,https://huggingface.co/cloudyu/Phoenix_DPO_60B,cloudyu/Phoenix_DPO_60B,60,0.687713311,0.652857996,0.776642174,0.52,0.725925926,0.875,0.79,0.803773585,0.916666667,0.53,0.65,0.49,0.74566474,0.519607843,0.83,0.8,0.622807018,0.8,0.732804233,0.587301587,0.61,0.903225806,0.650246305,0.79,0.854545455,0.939393939,0.968911917,0.828205128,0.455555556,0.857142857,0.509933775,0.928440367,0.657407407,0.926470588,0.915611814,0.807174888,0.877862595,0.909090909,0.907407407,0.877300613,0.607142857,0.893203883,0.94017094,0.87,0.905491699,0.823699422,0.794413408,0.85620915,0.823151125,0.87037037,0.670212766,0.60756193,0.834558824,0.815359477,0.727272727,0.836734694,0.900497512,0.9,0.584337349,0.894736842
PlatYi-34B-Q,https://huggingface.co/kyujinpy/PlatYi-34B-Q,kyujinpy/PlatYi-34B-Q,34,0.631399317,0.654052977,0.77660847,0.52,0.733333333,0.855263158,0.81,0.796226415,0.909722222,0.51,0.65,0.44,0.728323699,0.529411765,0.83,0.787234043,0.605263158,0.820689655,0.735449735,0.555555556,0.5,0.909677419,0.674876847,0.84,0.866666667,0.919191919,0.96373057,0.8,0.47037037,0.869747899,0.549668874,0.91559633,0.685185185,0.926470588,0.919831224,0.798206278,0.870229008,0.925619835,0.888888889,0.883435583,0.651785714,0.922330097,0.923076923,0.91,0.91954023,0.835260116,0.744134078,0.85620915,0.839228296,0.87345679,0.670212766,0.624511082,0.841911765,0.816993464,0.754545455,0.840816327,0.895522388,0.91,0.560240964,0.883040936
Merged-RP-Stew-V2-34B,https://huggingface.co/ParasiticRogue/Merged-RP-Stew-V2-34B,ParasiticRogue/Merged-RP-Stew-V2-34B,34,0.639078498,0.670483967,0.776203151,0.48,0.725925926,0.907894737,0.8,0.811320755,0.916666667,0.51,0.62,0.41,0.739884393,0.549019608,0.83,0.825531915,0.631578947,0.8,0.724867725,0.547619048,0.59,0.919354839,0.669950739,0.82,0.878787879,0.924242424,0.979274611,0.830769231,0.425925926,0.857142857,0.496688742,0.921100917,0.666666667,0.921568627,0.898734177,0.802690583,0.893129771,0.909090909,0.898148148,0.865030675,0.660714286,0.873786408,0.931623932,0.88,0.908045977,0.823699422,0.777653631,0.849673203,0.826366559,0.87654321,0.666666667,0.608865711,0.838235294,0.828431373,0.745454545,0.865306122,0.910447761,0.93,0.56626506,0.877192982
MoMo-72B-lora-1.8.5-DPO,https://huggingface.co/moreh/MoMo-72B-lora-1.8.5-DPO,moreh/MoMo-72B-lora-1.8.5-DPO,72,0.663822526,0.664011153,0.77489676,0.41,0.711111111,0.881578947,0.8,0.830188679,0.923611111,0.59,0.61,0.54,0.774566474,0.598039216,0.81,0.774468085,0.622807018,0.806896552,0.682539683,0.555555556,0.53,0.890322581,0.645320197,0.83,0.854545455,0.934343434,0.979274611,0.815384615,0.481481481,0.848739496,0.582781457,0.92293578,0.703703704,0.926470588,0.907172996,0.811659193,0.893129771,0.884297521,0.861111111,0.834355828,0.616071429,0.893203883,0.935897436,0.85,0.918263091,0.838150289,0.701675978,0.836601307,0.848874598,0.87654321,0.65248227,0.616688396,0.838235294,0.816993464,0.754545455,0.828571429,0.890547264,0.93,0.584337349,0.883040936
MoMo-70B-lora-1.8.5-DPO,https://huggingface.co/moreh/MoMo-70B-lora-1.8.5-DPO,moreh/MoMo-70B-lora-1.8.5-DPO,70,0.663822526,0.664011153,0.77489676,0.41,0.711111111,0.881578947,0.8,0.830188679,0.923611111,0.59,0.61,0.54,0.774566474,0.598039216,0.81,0.774468085,0.622807018,0.806896552,0.682539683,0.555555556,0.53,0.890322581,0.645320197,0.83,0.854545455,0.934343434,0.979274611,0.815384615,0.481481481,0.848739496,0.582781457,0.92293578,0.703703704,0.926470588,0.907172996,0.811659193,0.893129771,0.884297521,0.861111111,0.834355828,0.616071429,0.893203883,0.935897436,0.85,0.918263091,0.838150289,0.701675978,0.836601307,0.848874598,0.87654321,0.65248227,0.616688396,0.838235294,0.816993464,0.754545455,0.828571429,0.890547264,0.93,0.584337349,0.883040936
Rhea-72b-v0.3,https://huggingface.co/davidkim205/Rhea-72b-v0.3,davidkim205/Rhea-72b-v0.3,72,0.749146758,0.74039036,0.77470635,0.43,0.711111111,0.881578947,0.8,0.849056604,0.930555556,0.53,0.62,0.53,0.751445087,0.558823529,0.81,0.804255319,0.614035088,0.772413793,0.701058201,0.571428571,0.56,0.890322581,0.665024631,0.81,0.854545455,0.939393939,0.989637306,0.805128205,0.477777778,0.861344538,0.569536424,0.935779817,0.671296296,0.916666667,0.907172996,0.793721973,0.877862595,0.892561983,0.851851852,0.852760736,0.616071429,0.86407767,0.948717949,0.86,0.916985951,0.841040462,0.741899441,0.852941176,0.848874598,0.858024691,0.656028369,0.610821382,0.841911765,0.823529412,0.763636364,0.832653061,0.895522388,0.93,0.584337349,0.883040936
Yi-34Bx2-MoE-60B,https://huggingface.co/cloudyu/Yi-34Bx2-MoE-60B,cloudyu/Yi-34Bx2-MoE-60B,34,0.672354949,0.653754232,0.774698752,0.49,0.733333333,0.875,0.78,0.8,0.875,0.48,0.67,0.44,0.76300578,0.647058824,0.81,0.795744681,0.614035088,0.765517241,0.727513228,0.587301587,0.57,0.903225806,0.630541872,0.82,0.866666667,0.929292929,0.968911917,0.823076923,0.448148148,0.848739496,0.509933775,0.91559633,0.680555556,0.921568627,0.898734177,0.789237668,0.908396947,0.900826446,0.87037037,0.883435583,0.642857143,0.912621359,0.944444444,0.89,0.908045977,0.826589595,0.810055866,0.859477124,0.826366559,0.87654321,0.641843972,0.600391134,0.823529412,0.823529412,0.718181818,0.848979592,0.900497512,0.92,0.554216867,0.888888889
Qwen1.5-72B-Chat,https://huggingface.co/Qwen/Qwen1.5-72B-Chat,Qwen/Qwen1.5-72B-Chat,72,0.653583618,0.683728341,0.77442651,0.51,0.733333333,0.875,0.77,0.811320755,0.909722222,0.6,0.69,0.52,0.74566474,0.588235294,0.83,0.795744681,0.570175439,0.8,0.716931217,0.587301587,0.54,0.9,0.679802956,0.79,0.860606061,0.924242424,0.984455959,0.820512821,0.525925926,0.865546218,0.529801325,0.924770642,0.699074074,0.911764706,0.898734177,0.807174888,0.86259542,0.851239669,0.833333333,0.871165644,0.580357143,0.873786408,0.94017094,0.84,0.913154534,0.841040462,0.729608939,0.833333333,0.826366559,0.864197531,0.617021277,0.60821382,0.819852941,0.807189542,0.763636364,0.820408163,0.890547264,0.96,0.590361446,0.888888889
CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,https://huggingface.co/brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-HighDensity,34,0.648464164,0.663114917,0.77437999,0.52,0.725925926,0.894736842,0.8,0.811320755,0.916666667,0.51,0.61,0.44,0.74566474,0.588235294,0.82,0.8,0.666666667,0.772413793,0.711640212,0.547619048,0.6,0.906451613,0.645320197,0.84,0.872727273,0.939393939,0.974093264,0.823076923,0.462962963,0.861344538,0.490066225,0.917431193,0.666666667,0.941176471,0.902953586,0.798206278,0.877862595,0.900826446,0.907407407,0.858895706,0.642857143,0.873786408,0.931623932,0.87,0.908045977,0.809248555,0.76424581,0.830065359,0.823151125,0.867283951,0.656028369,0.612125163,0.830882353,0.836601307,0.709090909,0.840816327,0.890547264,0.92,0.578313253,0.877192982
Yi-34Bx3-MoE-90B,https://huggingface.co/cloudyu/Yi-34Bx3-MoE-90B,cloudyu/Yi-34Bx3-MoE-90B,34,0.672354949,0.658633738,0.774100741,0.48,0.740740741,0.901315789,0.76,0.803773585,0.888888889,0.48,0.65,0.45,0.74566474,0.598039216,0.81,0.8,0.605263158,0.779310345,0.71957672,0.587301587,0.57,0.9,0.650246305,0.81,0.872727273,0.939393939,0.968911917,0.823076923,0.455555556,0.852941176,0.509933775,0.917431193,0.671296296,0.926470588,0.898734177,0.789237668,0.900763359,0.892561983,0.87962963,0.883435583,0.633928571,0.912621359,0.94017094,0.88,0.906768838,0.823699422,0.801117318,0.85620915,0.829581994,0.885802469,0.638297872,0.602998696,0.841911765,0.825163399,0.718181818,0.840816327,0.905472637,0.92,0.548192771,0.900584795
MoMo-72B-lora-1.8.6-DPO,https://huggingface.co/moreh/MoMo-72B-lora-1.8.6-DPO,moreh/MoMo-72B-lora-1.8.6-DPO,72,0.679180887,0.671280621,0.774007647,0.41,0.711111111,0.888157895,0.81,0.826415094,0.930555556,0.57,0.62,0.52,0.768786127,0.529411765,0.8,0.795744681,0.605263158,0.8,0.69047619,0.563492063,0.52,0.896774194,0.665024631,0.83,0.866666667,0.939393939,0.979274611,0.802564103,0.477777778,0.848739496,0.562913907,0.926605505,0.694444444,0.916666667,0.911392405,0.802690583,0.885496183,0.892561983,0.87037037,0.865030675,0.642857143,0.86407767,0.944444444,0.85,0.918263091,0.835260116,0.701675978,0.85620915,0.855305466,0.87037037,0.659574468,0.614080834,0.830882353,0.818627451,0.754545455,0.820408163,0.900497512,0.92,0.590361446,0.877192982
MoMo-70B-lora-1.8.6-DPO,https://huggingface.co/moreh/MoMo-70B-lora-1.8.6-DPO,moreh/MoMo-70B-lora-1.8.6-DPO,70,0.679180887,0.671280621,0.774007647,0.41,0.711111111,0.888157895,0.81,0.826415094,0.930555556,0.57,0.62,0.52,0.768786127,0.529411765,0.8,0.795744681,0.605263158,0.8,0.69047619,0.563492063,0.52,0.896774194,0.665024631,0.83,0.866666667,0.939393939,0.979274611,0.802564103,0.477777778,0.848739496,0.562913907,0.926605505,0.694444444,0.916666667,0.911392405,0.802690583,0.885496183,0.892561983,0.87037037,0.865030675,0.642857143,0.86407767,0.944444444,0.85,0.918263091,0.835260116,0.701675978,0.85620915,0.855305466,0.87037037,0.659574468,0.614080834,0.830882353,0.818627451,0.754545455,0.820408163,0.900497512,0.92,0.590361446,0.877192982
alpaca-dragon-72b-v1,https://huggingface.co/ibivibiv/alpaca-dragon-72b-v1,ibivibiv/alpaca-dragon-72b-v1,72,0.708191126,0.698366859,0.773987509,0.42,0.718518519,0.868421053,0.82,0.845283019,0.930555556,0.54,0.65,0.52,0.751445087,0.558823529,0.82,0.804255319,0.605263158,0.793103448,0.703703704,0.587301587,0.54,0.883870968,0.660098522,0.82,0.842424242,0.944444444,0.989637306,0.820512821,0.459259259,0.861344538,0.549668874,0.928440367,0.689814815,0.916666667,0.898734177,0.780269058,0.893129771,0.909090909,0.87962963,0.840490798,0.589285714,0.873786408,0.952991453,0.86,0.922094508,0.835260116,0.697206704,0.85620915,0.836012862,0.87037037,0.659574468,0.606910039,0.827205882,0.818627451,0.754545455,0.820408163,0.885572139,0.94,0.572289157,0.894736842
HermesBagel-34B-v0.1,https://huggingface.co/dfurman/HermesBagel-34B-v0.1,dfurman/HermesBagel-34B-v0.1,34,0.675767918,0.66381199,0.773784523,0.5,0.740740741,0.894736842,0.8,0.80754717,0.909722222,0.5,0.63,0.49,0.734104046,0.549019608,0.81,0.795744681,0.605263158,0.779310345,0.695767196,0.563492063,0.55,0.909677419,0.655172414,0.82,0.860606061,0.934343434,0.968911917,0.833333333,0.444444444,0.857142857,0.529801325,0.921100917,0.662037037,0.921568627,0.907172996,0.802690583,0.900763359,0.900826446,0.888888889,0.877300613,0.616071429,0.893203883,0.935897436,0.89,0.905491699,0.820809249,0.797765363,0.839869281,0.819935691,0.882716049,0.656028369,0.600391134,0.841911765,0.816993464,0.718181818,0.857142857,0.890547264,0.91,0.584337349,0.877192982
Qwen-72B,https://huggingface.co/Qwen/Qwen-72B,Qwen/Qwen-72B,72,0.622013652,0.668492332,0.773737575,0.4,0.733333333,0.855263158,0.8,0.837735849,0.9375,0.57,0.65,0.53,0.780346821,0.5,0.81,0.787234043,0.596491228,0.786206897,0.687830688,0.563492063,0.54,0.893548387,0.655172414,0.84,0.854545455,0.934343434,0.989637306,0.81025641,0.496296296,0.844537815,0.569536424,0.928440367,0.699074074,0.93627451,0.898734177,0.825112108,0.900763359,0.892561983,0.833333333,0.858895706,0.616071429,0.893203883,0.948717949,0.85,0.916985951,0.841040462,0.643575419,0.849673203,0.836012862,0.867283951,0.65248227,0.612777053,0.845588235,0.823529412,0.736363636,0.824489796,0.895522388,0.95,0.584337349,0.888888889
Yi-34Bx2-MoE-60B-DPO,https://huggingface.co/cloudyu/Yi-34Bx2-MoE-60B-DPO,cloudyu/Yi-34Bx2-MoE-60B-DPO,34,0.674914676,0.654650468,0.773583658,0.48,0.733333333,0.875,0.78,0.8,0.875,0.49,0.67,0.44,0.76300578,0.62745098,0.81,0.795744681,0.614035088,0.75862069,0.727513228,0.571428571,0.56,0.903225806,0.625615764,0.82,0.866666667,0.929292929,0.968911917,0.820512821,0.440740741,0.852941176,0.509933775,0.917431193,0.671296296,0.921568627,0.898734177,0.793721973,0.908396947,0.900826446,0.87962963,0.877300613,0.633928571,0.912621359,0.944444444,0.9,0.908045977,0.829479769,0.811173184,0.859477124,0.816720257,0.87654321,0.638297872,0.602346806,0.827205882,0.825163399,0.718181818,0.848979592,0.900497512,0.92,0.560240964,0.883040936
CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,https://huggingface.co/brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,34,0.64334471,0.663612826,0.773498625,0.52,0.725925926,0.888157895,0.79,0.81509434,0.895833333,0.51,0.65,0.44,0.739884393,0.588235294,0.83,0.782978723,0.649122807,0.751724138,0.71957672,0.555555556,0.59,0.922580645,0.689655172,0.81,0.860606061,0.934343434,0.974093264,0.812820513,0.440740741,0.861344538,0.516556291,0.92293578,0.662037037,0.931372549,0.902953586,0.807174888,0.877862595,0.909090909,0.861111111,0.858895706,0.651785714,0.873786408,0.935897436,0.87,0.909323116,0.823699422,0.769832402,0.836601307,0.823151125,0.867283951,0.656028369,0.613428944,0.849264706,0.83496732,0.709090909,0.832653061,0.900497512,0.92,0.554216867,0.859649123
Mixtral_34Bx2_MoE_60B,https://huggingface.co/cloudyu/Mixtral_34Bx2_MoE_60B,cloudyu/Mixtral_34Bx2_MoE_60B,34,0.677474403,0.654351723,0.773408339,0.48,0.733333333,0.875,0.77,0.8,0.875,0.49,0.65,0.44,0.768786127,0.637254902,0.79,0.795744681,0.596491228,0.751724138,0.738095238,0.579365079,0.59,0.903225806,0.625615764,0.81,0.872727273,0.924242424,0.968911917,0.823076923,0.444444444,0.857142857,0.523178808,0.919266055,0.671296296,0.921568627,0.902953586,0.793721973,0.893129771,0.884297521,0.87037037,0.883435583,0.642857143,0.912621359,0.944444444,0.89,0.910600255,0.829479769,0.811173184,0.859477124,0.819935691,0.87654321,0.638297872,0.599087353,0.823529412,0.820261438,0.718181818,0.853061224,0.900497512,0.92,0.560240964,0.900584795
SkkuDS-DPO-72B-v3,https://huggingface.co/logicker/SkkuDS-DPO-72B-v3,logicker/SkkuDS-DPO-72B-v3,72,0.627986348,0.668492332,0.773360541,0.42,0.733333333,0.881578947,0.8,0.822641509,0.916666667,0.52,0.65,0.58,0.751445087,0.558823529,0.82,0.804255319,0.587719298,0.786206897,0.714285714,0.595238095,0.52,0.883870968,0.660098522,0.83,0.854545455,0.934343434,0.989637306,0.817948718,0.503703704,0.844537815,0.569536424,0.926605505,0.699074074,0.931372549,0.902953586,0.798206278,0.870229008,0.909090909,0.851851852,0.871165644,0.651785714,0.86407767,0.94017094,0.85,0.914431673,0.835260116,0.643575419,0.859477124,0.829581994,0.861111111,0.624113475,0.613428944,0.819852941,0.808823529,0.736363636,0.832653061,0.890547264,0.94,0.572289157,0.883040936
MoMo-70B-lora-1.8.4-DPO,https://huggingface.co/moreh/MoMo-70B-lora-1.8.4-DPO,moreh/MoMo-70B-lora-1.8.4-DPO,70,0.664675768,0.662417845,0.773331832,0.42,0.711111111,0.875,0.8,0.826415094,0.916666667,0.56,0.63,0.54,0.786127168,0.598039216,0.8,0.787234043,0.614035088,0.806896552,0.687830688,0.563492063,0.51,0.890322581,0.665024631,0.83,0.860606061,0.919191919,0.984455959,0.815384615,0.474074074,0.844537815,0.569536424,0.924770642,0.699074074,0.931372549,0.902953586,0.816143498,0.900763359,0.876033058,0.87037037,0.834355828,0.616071429,0.893203883,0.94017094,0.84,0.918263091,0.832369942,0.677094972,0.836601307,0.84244373,0.87654321,0.645390071,0.613428944,0.827205882,0.815359477,0.754545455,0.816326531,0.895522388,0.93,0.590361446,0.877192982
MoMo-72B-lora-1.8.4-DPO,https://huggingface.co/moreh/MoMo-72B-lora-1.8.4-DPO,moreh/MoMo-72B-lora-1.8.4-DPO,72,0.664675768,0.662417845,0.773331832,0.42,0.711111111,0.875,0.8,0.826415094,0.916666667,0.56,0.63,0.54,0.786127168,0.598039216,0.8,0.787234043,0.614035088,0.806896552,0.687830688,0.563492063,0.51,0.890322581,0.665024631,0.83,0.860606061,0.919191919,0.984455959,0.815384615,0.474074074,0.844537815,0.569536424,0.924770642,0.699074074,0.931372549,0.902953586,0.816143498,0.900763359,0.876033058,0.87037037,0.834355828,0.616071429,0.893203883,0.94017094,0.84,0.918263091,0.832369942,0.677094972,0.836601307,0.84244373,0.87654321,0.645390071,0.613428944,0.827205882,0.815359477,0.754545455,0.816326531,0.895522388,0.93,0.590361446,0.877192982
Helion-4x34B,https://huggingface.co/Weyaxi/Helion-4x34B,Weyaxi/Helion-4x34B,34,0.664675768,0.657737502,0.773313325,0.5,0.733333333,0.907894737,0.78,0.81509434,0.902777778,0.48,0.65,0.48,0.74566474,0.568627451,0.81,0.791489362,0.605263158,0.786206897,0.69047619,0.571428571,0.54,0.9,0.63546798,0.79,0.872727273,0.929292929,0.968911917,0.823076923,0.444444444,0.87394958,0.503311258,0.913761468,0.657407407,0.931372549,0.907172996,0.789237668,0.885496183,0.900826446,0.888888889,0.877300613,0.625,0.932038835,0.931623932,0.89,0.905491699,0.841040462,0.772067039,0.859477124,0.845659164,0.87962963,0.638297872,0.62190352,0.845588235,0.816993464,0.709090909,0.844897959,0.895522388,0.93,0.572289157,0.871345029
SkkuDS-DPO-72B-v1,https://huggingface.co/logicker/SkkuDS-DPO-72B-v1,logicker/SkkuDS-DPO-72B-v1,72,0.627133106,0.667197769,0.773257993,0.43,0.733333333,0.881578947,0.8,0.822641509,0.916666667,0.53,0.65,0.57,0.751445087,0.549019608,0.82,0.804255319,0.587719298,0.786206897,0.711640212,0.595238095,0.52,0.883870968,0.655172414,0.83,0.854545455,0.934343434,0.989637306,0.815384615,0.5,0.844537815,0.556291391,0.926605505,0.699074074,0.931372549,0.902953586,0.798206278,0.870229008,0.909090909,0.851851852,0.871165644,0.660714286,0.86407767,0.94017094,0.86,0.914431673,0.835260116,0.642458101,0.85620915,0.829581994,0.861111111,0.624113475,0.614080834,0.819852941,0.808823529,0.736363636,0.832653061,0.890547264,0.94,0.572289157,0.888888889
Yi-34B-200K-DARE-merge-v7,https://huggingface.co/brucethemoose/Yi-34B-200K-DARE-merge-v7,brucethemoose/Yi-34B-200K-DARE-merge-v7,34,0.652730375,0.659032065,0.772985374,0.48,0.740740741,0.875,0.77,0.81509434,0.909722222,0.5,0.62,0.46,0.74566474,0.558823529,0.84,0.782978723,0.605263158,0.786206897,0.714285714,0.547619048,0.61,0.909677419,0.669950739,0.81,0.860606061,0.934343434,0.974093264,0.823076923,0.437037037,0.852941176,0.529801325,0.932110092,0.648148148,0.93627451,0.911392405,0.807174888,0.877862595,0.900826446,0.87962963,0.871165644,0.607142857,0.893203883,0.935897436,0.9,0.908045977,0.817919075,0.74972067,0.839869281,0.836012862,0.867283951,0.641843972,0.601043025,0.838235294,0.830065359,0.736363636,0.848979592,0.895522388,0.93,0.578313253,0.877192982
